#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,timestamp
,,193,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,40,external,light,1658938312515
,,194,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,40,external,light,1658938337568
,,195,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,40,external,light,1658938368616
,,196,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,39,external,light,1658938393688
,,197,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,40,external,light,1658938418732
,,198,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,41,external,light,1658938437775
,,199,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,44,external,light,1658938556283
,,200,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,44,external,light,1658938597485
,,201,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,44,external,light,1658938626702
,,202,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,43,external,light,1658938661937
,,203,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,38,external,light,1658938703141
,,204,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,44,external,light,1658938738367
,,205,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,43,external,light,1658938821595
,,206,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,43,external,light,1658938856816
,,207,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,69,external,light,1658938998910
,,208,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,65,external,light,1658939034120
,,209,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,60,external,light,1658939069337
,,210,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,62,external,light,1658939110572
,,211,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,65,external,light,1658939169800
,,212,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,90,external,light,1658939205021
,,213,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,61,external,light,1658939240241
,,214,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939287640
,,215,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939322788
,,216,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939364166
,,217,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939399369
,,218,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,63,external,light,1658939434572
,,219,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,61,external,light,1658939469839
,,220,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,62,external,light,1658939511029
,,221,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,61,external,light,1658939552223
,,222,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939587452
,,223,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939622666
,,224,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,61,external,light,1658939669888
,,225,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,64,external,light,1658939705000
,,226,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,63,external,light,1658939740218
,,227,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,60,external,light,1658939775324
,,228,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,40,external,light,1658939810557
,,229,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,58,external,light,1658939845660
,,230,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,57,external,light,1658939916922
,,231,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,55,external,light,1658939976160
,,232,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,65,external,light,1658940163758
,,233,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T17:00:00Z,63,external,light,1658940197021
,,234,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,58,external,light,1658941288348
,,235,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,49,external,light,1658942735572
,,236,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,53,external,light,1658942788743
,,237,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,53,external,light,1658942936068
,,238,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,52,external,light,1658943322334
,,239,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,52,external,light,1658943363560
,,240,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,55,external,light,1658943426528
,,241,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,52,external,light,1658943462754
,,242,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,54,external,light,1658944454339
,,243,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:00:00Z,54,external,light,1658944537201
,,244,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,50,external,light,1658945496602
,,245,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,49,external,light,1658945685467
,,246,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,51,external,light,1658945823831
,,247,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,48,external,light,1658946028928
,,248,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,48,external,light,1658946076054
,,249,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,47,external,light,1658946117276
,,250,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,47,external,light,1658946170110
,,251,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,54,external,light,1658946467106
,,252,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,54,external,light,1658946592782
,,253,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,53,external,light,1658947143021
,,254,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,54,external,light,1658947309164
,,255,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,52,external,light,1658947353825
,,256,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,52,external,light,1658947492115
,,257,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,51,external,light,1658947564980
,,258,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,52,external,light,1658947606111
,,259,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,52,external,light,1658947641224
,,260,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,41,external,light,1658947676456
,,261,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,48,external,light,1658947758843
,,262,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,50,external,light,1658947813800
,,263,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,48,external,light,1658947849977
,,264,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,49,external,light,1658947880560
,,265,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,52,external,light,1658947920313
,,266,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,48,external,light,1658947955539
,,267,2022-06-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,2022-07-27T18:59:52.149986477Z,53,external,light,1658948047591

