#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,timestamp
,,195,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,89,internal,light,1658938145367
,,196,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,89,internal,light,1658938170401
,,197,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,82,internal,light,1658938256396
,,198,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,95,internal,light,1658938281466
,,199,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,86,internal,light,1658938306517
,,200,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,85,internal,light,1658938331576
,,201,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,86,internal,light,1658938362622
,,202,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,84,internal,light,1658938387711
,,203,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,84,internal,light,1658938415938
,,204,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,95,internal,light,1658938550274
,,205,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,94,internal,light,1658938585481
,,206,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,75,internal,light,1658938620705
,,207,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,94,internal,light,1658938655931
,,208,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,30,internal,light,1658938697140
,,209,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,94,internal,light,1658938732351
,,210,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,95,internal,light,1658938809597
,,211,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,91,internal,light,1658938850814
,,212,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,98,internal,light,1658938992906
,,213,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,97,internal,light,1658939028130
,,214,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,98,internal,light,1658939063345
,,215,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,101,internal,light,1658939104559
,,216,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,100,internal,light,1658939163795
,,217,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,108,internal,light,1658939199025
,,218,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,98,internal,light,1658939234246
,,219,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,97,internal,light,1658939281635
,,220,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,97,internal,light,1658939316759
,,221,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,97,internal,light,1658939358141
,,222,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,96,internal,light,1658939394852
,,223,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,96,internal,light,1658939432519
,,224,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,96,internal,light,1658939463786
,,225,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,96,internal,light,1658939499005
,,226,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,95,internal,light,1658939546222
,,227,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,95,internal,light,1658939581452
,,228,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,95,internal,light,1658939616679
,,229,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,93,internal,light,1658939663902
,,230,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,92,internal,light,1658939698997
,,231,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,93,internal,light,1658939734218
,,232,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,87,internal,light,1658939769330
,,233,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,90,internal,light,1658939804549
,,234,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,90,internal,light,1658939839656
,,235,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,87,internal,light,1658939910929
,,236,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,86,internal,light,1658939946154
,,237,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,54,internal,light,1658940155782
,,238,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T17:00:00Z,52,internal,light,1658940191022
,,239,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,66,internal,light,1658941282335
,,240,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,59,internal,light,1658941317557
,,241,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,40,internal,light,1658942727971
,,242,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,41,internal,light,1658942782735
,,243,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,34,internal,light,1658942884829
,,244,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,38,internal,light,1658943304322
,,245,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,38,internal,light,1658943357566
,,246,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,34,internal,light,1658943399526
,,247,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,28,internal,light,1658943456401
,,248,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,32,internal,light,1658943491611
,,249,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,31,internal,light,1658944399368
,,250,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:00:00Z,32,internal,light,1658944531206
,,251,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658945429854
,,252,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658945484602
,,253,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,35,internal,light,1658945679475
,,254,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,31,internal,light,1658945817831
,,255,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658946040924
,,256,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658946070060
,,257,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658946105268
,,258,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,32,internal,light,1658946146489
,,259,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,33,internal,light,1658946164109
,,260,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658946437112
,,261,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,33,internal,light,1658946586794
,,262,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,32,internal,light,1658947137026
,,263,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,32,internal,light,1658947303157
,,264,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,35,internal,light,1658947347936
,,265,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,36,internal,light,1658947486108
,,266,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,36,internal,light,1658947558976
,,267,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,36,internal,light,1658947600115
,,268,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,36,internal,light,1658947635241
,,269,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,36,internal,light,1658947670455
,,270,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,33,internal,light,1658947752744
,,271,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658947807807
,,272,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658947837977
,,273,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,35,internal,light,1658947885094
,,274,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,33,internal,light,1658947914305
,,275,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658947949538
,,276,2022-06-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,2022-07-27T18:59:01.358593898Z,34,internal,light,1658948017578

